name,address,city,arrondissement,neighborhood,category,cuisine,price_range,rating,review_count,latitude,longitude,google_maps_url,website_url,booking_url,description
AVE Pizza Romana,"90 Rue de la Folie Méricourt, 75011 Paris, France",Paris,11e,,restaurant,,,4.7,1576,48.8669478,2.3696267,https://maps.google.com/?cid=5925243916874515936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://ave-pizza-romana.business.site/,https://bookings.zenchef.com/results?rid=363087&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Pizza Restaurant
Arrondissement: 11e
Google: 4.7 (1,576 reviews)
Food types: restaurant
Tags: Restaurant, Italian
Google summary: Airy, contemporary pizzeria serving Roman-style pies, plus calzones, starters, cocktails & desserts.
Google Maps: https://maps.google.com/?cid=5925243916874515936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://ave-pizza-romana.business.site/
Booking: https://bookings.zenchef.com/results?rid=363087&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Acid Lactic,"15 Rue de la Folie Méricourt, 75011 Paris, France",Paris,11e,,restaurant,,,4.3,39,48.8621272,2.3739241,https://maps.google.com/?cid=9406144155338785582&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Pizza Restaurant
Arrondissement: 11e
Google: 4.3 (39 reviews)
Food types: restaurant
Tags: bootstrap, paris, Pizza
Google Maps: https://maps.google.com/?cid=9406144155338785582&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Anima,"78 Rue du Cherche-Midi, 75006 Paris, France",Paris,6e,,restaurant,,€€,4.2,766,48.8480208,2.3235003,https://maps.google.com/?cid=16278103625304564261&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://anima.paris/,https://bookings.zenchef.com/results?rid=360988&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Italian Restaurant
Arrondissement: 6e
Price: €€
Google: 4.2 (766 reviews)
Food types: restaurant
Tags: bootstrap, left-bank, Pizza
Google summary: Fashionable restaurant in a former tapestry workshop dishing up traditional Italian cuisine.
Google Maps: https://maps.google.com/?cid=16278103625304564261&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://anima.paris/
Booking: https://bookings.zenchef.com/results?rid=360988&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Caffè Stern,"47 Pass. des Panoramas, 75002 Paris, France",Paris,2e,,restaurant,,€€€,4.4,459,48.8708944,2.3415247,https://maps.google.com/?cid=6345358125428023509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.alajmo.it/en/sezione/caffe-stern/caffe-stern,https://thefork.fr/restaurant/stern-ristorante-r345083/?cc=24751-923,"Type: Italian Restaurant
Arrondissement: 2e
Price: €€€
Google: 4.4 (459 reviews)
Food types: restaurant
Tags: Restaurant, Gastro / higher end, Italian
Google Maps: https://maps.google.com/?cid=6345358125428023509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.alajmo.it/en/sezione/caffe-stern/caffe-stern
Booking: https://thefork.fr/restaurant/stern-ristorante-r345083/?cc=24751-923"
Café Artcurial,"7 Rond-Point des Champs-Élysées Marcel-Dassault, 75008 Paris, France",Paris,8e,,restaurant,,,,,48.8686407,2.3088967,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Artcurial%2C%20Paris%2C%20France,http://www.cafeartcurial.fr/,,"Arrondissement: 8e
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Artcurial%2C%20Paris%2C%20France
Website: http://www.cafeartcurial.fr/"
Casa Bini,"36 Rue Grégoire de Tours, 75006 Paris, France",Paris,6e,,restaurant,,€€,4.3,649,48.8522566,2.3374977,https://maps.google.com/?cid=8410390317281821262&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.casabini.fr/,https://bookings.zenchef.com/results?rid=2402&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Italian Restaurant
Arrondissement: 6e
Price: €€
Google: 4.3 (649 reviews)
Food types: restaurant
Tags: Italian, Restaurant
Google summary: Daily menus featuring elegant Italian starters & desserts, plus pasta dishes, in a wood-beamed stop.
Google Maps: https://maps.google.com/?cid=8410390317281821262&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.casabini.fr/
Booking: https://bookings.zenchef.com/results?rid=2402&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Castille Paris - restaurant L'Assaggio,"33 Rue Cambon, 75001 Paris, France",Paris,1er,,restaurant,,,4.4,175,48.868336,2.326873,https://maps.google.com/?cid=6124682048026732297&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.castille.com,https://thefork.fr/restaurant/l-assaggio-castille-paris-r6120/?cc=24751-923,"Type: Italian Restaurant
Arrondissement: 1er
Google: 4.4 (175 reviews)
Food types: restaurant
Tags: Italian, Restaurant, Terrasse
Google Maps: https://maps.google.com/?cid=6124682048026732297&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.castille.com
Booking: https://thefork.fr/restaurant/l-assaggio-castille-paris-r6120/?cc=24751-923"
Chez Justine,"96 Rue Oberkampf, 75011 Paris, France",Paris,11e,,restaurant,,€€,4.4,2627,48.8656838,2.377854999999999,https://maps.google.com/?cid=3521816774576962417&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://justineparis.fr/,https://bookings.zenchef.com/results?rid=378661&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Arrondissement: 11e
Price: €€
Google: 4.4 (2,627 reviews)
Food types: restaurant
Tags: Restaurant, Trendy, Italian
Google summary: Barbecued meats, salads & wood-fired Neapolitan-style pizzas in a light-filled, modern brasserie.
Google Maps: https://maps.google.com/?cid=3521816774576962417&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://justineparis.fr/
Booking: https://bookings.zenchef.com/results?rid=378661&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Cibus,"5 Rue Molière, 75001 Paris, France",Paris,1er,,restaurant,,,4.4,76,48.864901,2.335596,https://maps.google.com/?cid=2559834538050633239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Italian Restaurant
Arrondissement: 1er
Google: 4.4 (76 reviews)
Food types: restaurant
Tags: Italian, Restaurant, Trendy
Google summary: Wood-lined, churchlike space known for Roman & Neapolitan-style organic pastas with Italian wines.
Google Maps: https://maps.google.com/?cid=2559834538050633239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Cosi,"54 Rue de Seine, 75006 Paris, France",Paris,6e,,restaurant,,,,,48.85412549999999,2.3368877,https://www.google.com/maps/search/?api=1&query=Cosi%2C%20Paris%2C%20France,http://www.facebook.com/Cosi-126474794072452/,,"Arrondissement: 6e
Food types: restaurant
Tags: Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Cosi%2C%20Paris%2C%20France
Website: http://www.facebook.com/Cosi-126474794072452/"
Da Rosa,"37 Rue de Grenelle, 75007 Paris, France",Paris,7e,,"restaurant, brunch",,,,,48.85398,2.32686,https://www.google.com/maps/search/?api=1&query=Da%20Rosa%2C%20Paris%2C%20France,http://www.darosa.fr/,,"Arrondissement: 7e
Food types: restaurant, brunch
Tags: Brunch, Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Da%20Rosa%2C%20Paris%2C%20France
Website: http://www.darosa.fr/"
Da Vito,"5 Rue Sedaine, Paris 75011",Paris,11e,,restaurant,,€€,4.6,567,48.8556617,2.3712284,https://maps.google.com/?cid=1080963158551362486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://davitopizzeria.fr/,https://menu.tastycloud.fr/e750afdd84e0384de07a90582ca78e6a49102cc2d32fadda4f8fd762085552ff,"Type: Pizza Restaurant
Arrondissement: 11e
Price: €€
Google: 4.6 (567 reviews)
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://maps.google.com/?cid=1080963158551362486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://davitopizzeria.fr/
Booking: https://menu.tastycloud.fr/e750afdd84e0384de07a90582ca78e6a49102cc2d32fadda4f8fd762085552ff"
Dalmata Pizza,"8 Rue Tiquetonne, Paris 75002",Paris,2e,,restaurant,,€€,4.6,5183,48.86450576782227,2.3495774269104,https://maps.google.com/?cid=7427257690908006442&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.gruppodalmata.com/,https://www.gruppodalmata.com/restaurant/dalmata/menu/food,"Type: Pizza Restaurant
Arrondissement: 2e
Price: €€
Google: 4.6 (5,183 reviews)
Food types: restaurant
Tags: Restaurant, Italian
Google summary: Neapolitan pizzas & wine in a cool space with tiled walls, neon signs & stool seating.
Google Maps: https://maps.google.com/?cid=7427257690908006442&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.gruppodalmata.com/
Booking: https://www.gruppodalmata.com/restaurant/dalmata/menu/food"
Daroco Bourse,"6 Rue Vivienne, Paris 75002",Paris,2e,,restaurant,,,,,48.8671391,2.3392712,https://www.google.com/maps/search/?api=1&query=Daroco%20Bourse%2C%20Paris%2C%20France,https://www.daroco.com,https://bookings.zenchef.com/results?rid=347479&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Arrondissement: 2e
Food types: restaurant
Tags: Restaurant, Trendy, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Daroco%20Bourse%2C%20Paris%2C%20France
Website: https://www.daroco.com
Booking: https://bookings.zenchef.com/results?rid=347479&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Epoca,"17 Rue Oudinot, 75007 Paris, France",Paris,7e,,restaurant,,,,,48.8500698,2.3178957,https://www.google.com/maps/search/?api=1&query=Epoca%2C%20Paris%2C%20France,http://epoca.paris/,https://bookings.zenchef.com/results?rid=352004&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Arrondissement: 7e
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Epoca%2C%20Paris%2C%20France
Website: http://epoca.paris/
Booking: https://bookings.zenchef.com/results?rid=352004&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
FELINI,"50 Rue Saint-Georges, 75009 Paris, France",Paris,9e,,restaurant,,,4.9,66,48.8761687,2.3371124,https://maps.google.com/?cid=15702351425400949899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://feliniparis.cargo.site/,,"Type: Restaurant
Arrondissement: 9e
Google: 4.9 (66 reviews)
Food types: restaurant
Tags: Italian, Restaurant
Google Maps: https://maps.google.com/?cid=15702351425400949899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://feliniparis.cargo.site/"
FUGAZI,"Rue Lacharrière, Paris, France",Paris,,,bar,,,4.4,374,48.86177444458008,2.377899408340454,https://maps.google.com/?cid=9777724166108584822&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://fugazi.paris/,https://bookings.zenchef.com/results?rid=365493&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Google: 4.4 (374 reviews)
Food types: bar
Tags: Italian, Restaurant
Google Maps: https://maps.google.com/?cid=9777724166108584822&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://fugazi.paris/
Booking: https://bookings.zenchef.com/results?rid=365493&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Fellows,84 Rue du Faubourg Saint-Denis Paris 75010,Paris,10e,,bar,,,4.9,7595,48.873898,2.355216,https://maps.google.com/?cid=18065984949057555563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.fellows-restaurants.com/,,"Type: Vegetarian Restaurant
Arrondissement: 10e
Google: 4.9 (7,595 reviews)
Food types: bar
Tags: Italian, Restaurant
Google Maps: https://maps.google.com/?cid=18065984949057555563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.fellows-restaurants.com/"
GrandCœur,"41 Rue du Temple, 75004 Paris, France",Paris,4e,,restaurant,,,,,48.85960069999999,2.3538752,https://www.google.com/maps/search/?api=1&query=GrandC%C5%93ur%2C%20Paris%2C%20France,http://www.grandcoeur.paris/,https://bookings.zenchef.com/results?rid=356815&pid=mapstr,"Arrondissement: 4e
Food types: restaurant
Tags: Bistrot, Frenchie, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=GrandC%C5%93ur%2C%20Paris%2C%20France
Website: http://www.grandcoeur.paris/
Booking: https://bookings.zenchef.com/results?rid=356815&pid=mapstr"
Hotel Des Grands Boulevards,"17 Boulevard Poissonnière, 75002 Paris, France",Paris,2e,,"lodging, hotel",,,,,48.8708952,2.3449074,https://www.google.com/maps/search/?api=1&query=Hotel%20Des%20Grands%20Boulevards%2C%20Paris%2C%20France,http://www.grandsboulevardshotel.com/,,"Arrondissement: 2e
Food types: lodging, hotel
Tags: Hotel / BB, Bar, Cocktails, Italian, Restaurant, SH, To work, For groups, Rooftop
Google Maps: https://www.google.com/maps/search/?api=1&query=Hotel%20Des%20Grands%20Boulevards%2C%20Paris%2C%20France
Website: http://www.grandsboulevardshotel.com/"
Hotel National Des Beaux Arts,"243 Rue Saint-Martin, 75003 Paris, France",Paris,3e,,"lodging, hotel",,,,,48.8657453,2.353157,https://www.google.com/maps/search/?api=1&query=Hotel%20National%20Des%20Beaux%20Arts%2C%20Paris%2C%20France,http://www.hotelnational.paris/,,"Arrondissement: 3e
Food types: lodging, hotel
Tags: Bar, Cocktail, Italian, Trendy, SH, Hotel / BB, To work, For groups
Google Maps: https://www.google.com/maps/search/?api=1&query=Hotel%20National%20Des%20Beaux%20Arts%2C%20Paris%2C%20France
Website: http://www.hotelnational.paris/"
Il Brigante,"14 Rue du Ruisseau, 75018 Paris, France",Paris,18e,,restaurant,,€€,4.1,918,48.8921794,2.3400395,https://maps.google.com/?cid=16634504396523004284&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://ilbrigante.fr/,,"Type: Pizza Restaurant
Arrondissement: 18e
Price: €€
Google: 4.1 (918 reviews)
Food types: restaurant
Tags: bootstrap, paris, Pizza
Google Maps: https://maps.google.com/?cid=16634504396523004284&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://ilbrigante.fr/"
Il Giramondo,"175 Rue de Grenelle, 75007 Paris, France",Paris,7e,,generic,,,4.4,107,48.8572007,2.3047954,https://maps.google.com/?cid=3486440292848557995&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.ilgiramondo7.com/,,"Type: Caterer
Arrondissement: 7e
Google: 4.4 (107 reviews)
Food types: generic
Tags: Italian, Restaurant
Google Maps: https://maps.google.com/?cid=3486440292848557995&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.ilgiramondo7.com/"
L'Alimentari,"Rue des Ecouffes, 75004 Paris, France",Paris,4e,,restaurant,,,4.4,316,48.85651779999999,2.358408899999999,https://maps.google.com/?cid=15463921742722530611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://m.facebook.com/LAlimentari-290417151054338/?locale2=fr_FR,,"Type: Italian Restaurant
Arrondissement: 4e
Google: 4.4 (316 reviews)
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://maps.google.com/?cid=15463921742722530611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://m.facebook.com/LAlimentari-290417151054338/?locale2=fr_FR"
L'inconnu,"4 Rue Pierre Leroux, 75007 Paris, France",Paris,7e,,restaurant,,,,,48.85016050000001,2.3185686,https://www.google.com/maps/search/?api=1&query=L'inconnu%2C%20Paris%2C%20France,http://restaurant-linconnu.fr/ja/,https://thefork.fr/restaurant/l-inconnu-r208111/?cc=24751-923,"Arrondissement: 7e
Food types: restaurant
Tags: Japanese, Simon Says, Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=L'inconnu%2C%20Paris%2C%20France
Website: http://restaurant-linconnu.fr/ja/
Booking: https://thefork.fr/restaurant/l-inconnu-r208111/?cc=24751-923"
La Cantina,"81 Avenue de Ségur, 75015 Paris, France",Paris,15e,,restaurant,,,,,48.84726699999999,2.305869,https://www.google.com/maps/search/?api=1&query=La%20Cantina%2C%20Paris%2C%20France,http://www.facebook.com/lacantinaparis,,"Arrondissement: 15e
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20Cantina%2C%20Paris%2C%20France
Website: http://www.facebook.com/lacantinaparis"
La Famiglia,"2 Rue Waldeck-Rousseau, 75017 Paris, France",Paris,17e,,restaurant,,,,,48.8796477,2.2865202,https://www.google.com/maps/search/?api=1&query=La%20Famiglia%2C%20Paris%2C%20France,http://www.restaurantlafamiglia.com/,https://thefork.fr/restaurant/la-famiglia-r3741/?cc=24751-923,"Arrondissement: 17e
Food types: restaurant
Tags: Restaurant, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20Famiglia%2C%20Paris%2C%20France
Website: http://www.restaurantlafamiglia.com/
Booking: https://thefork.fr/restaurant/la-famiglia-r3741/?cc=24751-923"
