name,address,city,arrondissement,neighborhood,category,cuisine,price_range,rating,review_count,latitude,longitude,google_maps_url,website_url,booking_url,description
114 Faubourg,"Rue du Faubourg Saint-Honoré, Paris, France",Paris,,,restaurant,,€€€€,4.7,454,48.8717796,2.3144678,https://maps.google.com/?cid=2154612531161811698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/restaurants/114-faubourg/,https://thefork.fr/restaurant/le-114-faubourg-le-bristol-paris-r291345/?cc=24751-923,"Type: French Restaurant
Price: €€€€
Google: 4.7 (454 reviews)
Food types: restaurant
Tags: Bistrot, Frenchie, Gastro / higher end
Google summary: Elevated dishes & tasting menus in a chic brasserie with plush seats & bold floral wall prints.
Google Maps: https://maps.google.com/?cid=2154612531161811698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/restaurants/114-faubourg/
Booking: https://thefork.fr/restaurant/le-114-faubourg-le-bristol-paris-r291345/?cc=24751-923"
A La Renaissance,"87 Rue de la Roquette, 75011 Paris, France",Paris,11e,,bar,,€€,4.3,510,48.8571599,2.3786809,https://maps.google.com/?cid=17297391821107794765&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.restaurant-a-la-renaissance.com/,,"Type: Bistro
Arrondissement: 11e
Price: €€
Google: 4.3 (510 reviews)
Food types: bar
Tags: Bistrot, Dancing
Google Maps: https://maps.google.com/?cid=17297391821107794765&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.restaurant-a-la-renaissance.com/"
A Rebours,"46 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",Paris,4e,,shopping,,,,,48.8589174,2.354588999999999,https://www.google.com/maps/search/?api=1&query=A%20Rebours%2C%20Paris%2C%20France,https://www.lafayetteanticipations.com/fr,,"Arrondissement: 4e
Food types: shopping
Tags: Concept-store
Google Maps: https://www.google.com/maps/search/?api=1&query=A%20Rebours%2C%20Paris%2C%20France
Website: https://www.lafayetteanticipations.com/fr"
A la Folie Théâtre,"6 Rue de la Folie Méricourt, 75011 Paris, France",Paris,11e,,generic,,,4.4,213,48.86141929999999,2.3748357,https://maps.google.com/?cid=8736004116634024602&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.folietheatre.com/,,"Type: Performing Arts Theater
Arrondissement: 11e
Google: 4.4 (213 reviews)
Food types: generic
Tags: Cafe
Google Maps: https://maps.google.com/?cid=8736004116634024602&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.folietheatre.com/"
ALMAS,"Rue de Chabrol, Paris, France",Paris,,,restaurant,,,5,130,48.8769653,2.3525352,https://maps.google.com/?cid=5487986251545238210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://almasrestaurant.fr/,,"Type: Restaurant
Google: 5.0 (130 reviews)
Food types: restaurant
Tags: Restaurant, Street food
Google Maps: https://maps.google.com/?cid=5487986251545238210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://almasrestaurant.fr/"
AMA PARIS,"2 Rue Bichat, 75010 Paris, France",Paris,10e,,restaurant,,,4,1008,48.86965,2.36932,https://maps.google.com/?cid=4519042102872921569&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://ama-paris.fr/,https://bookings.zenchef.com/results?rid=353663&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Arrondissement: 10e
Google: 4.0 (1,008 reviews)
Food types: restaurant
Tags: Restaurant
Google Maps: https://maps.google.com/?cid=4519042102872921569&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://ama-paris.fr/
Booking: https://bookings.zenchef.com/results?rid=353663&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
ANONA,"80 boulevard des Batignolles, Paris 75017",Paris,17e,,restaurant,,,4.7,1702,48.8820038,2.318627,https://maps.google.com/?cid=14487341996310914081&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.anona.fr/,https://bookings.zenchef.com/results?rid=352333&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: French Restaurant
Arrondissement: 17e
Google: 4.7 (1,702 reviews)
Food types: restaurant
Tags: Gastro / higher end
Google summary: Sophisticated cuisine & tasting menus with a sustainable focus at a sleek venue with a terrace.
Google Maps: https://maps.google.com/?cid=14487341996310914081&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.anona.fr/
Booking: https://bookings.zenchef.com/results?rid=352333&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
AVE Pizza Romana,"90 Rue de la Folie Méricourt, 75011 Paris, France",Paris,11e,,restaurant,,,4.7,1576,48.8669478,2.3696267,https://maps.google.com/?cid=5925243916874515936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://ave-pizza-romana.business.site/,https://bookings.zenchef.com/results?rid=363087&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Pizza Restaurant
Arrondissement: 11e
Google: 4.7 (1,576 reviews)
Food types: restaurant
Tags: Restaurant, Italian
Google summary: Airy, contemporary pizzeria serving Roman-style pies, plus calzones, starters, cocktails & desserts.
Google Maps: https://maps.google.com/?cid=5925243916874515936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://ave-pizza-romana.business.site/
Booking: https://bookings.zenchef.com/results?rid=363087&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Abattoir végétal,"9 Rue Guisarde, 75006 Paris, France",Paris,6e,,restaurant,,,,,48.8517649,2.3346752,https://maps.google.com/?cid=17855369776657667196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.abattoirvegetal.com/,,"Type: Restaurant
Arrondissement: 6e
Food types: restaurant
Tags: Cafe
Google Maps: https://maps.google.com/?cid=17855369776657667196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.abattoirvegetal.com/"
Acid Lactic,"15 Rue de la Folie Méricourt, 75011 Paris, France",Paris,11e,,restaurant,,,4.3,39,48.8621272,2.3739241,https://maps.google.com/?cid=9406144155338785582&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Pizza Restaurant
Arrondissement: 11e
Google: 4.3 (39 reviews)
Food types: restaurant
Tags: bootstrap, paris, Pizza
Google Maps: https://maps.google.com/?cid=9406144155338785582&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Akabeko − Restaurant Fusion Français et Japonais,"40 Rue de l'Université, 75007 Paris, France",Paris,7e,,restaurant,,,4.8,635,48.8576718,2.3284201,https://maps.google.com/?cid=1901445872533971391&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://akabekorestaurant.com/,https://akabekorestaurant.com/restaurant-reserver/,"Type: French Restaurant
Arrondissement: 7e
Google: 4.8 (635 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://maps.google.com/?cid=1901445872533971391&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://akabekorestaurant.com/
Booking: https://akabekorestaurant.com/restaurant-reserver/"
Allard,41 rue Saint-André Des Arts Paris 75006,Paris,6e,,restaurant,,€€€,4.3,1269,48.85330320000001,2.3410216,https://maps.google.com/?cid=7378348292976889048&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.restaurant-allard.fr/,https://bookings.zenchef.com/results?rid=374504&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: French Restaurant
Arrondissement: 6e
Price: €€€
Google: 4.3 (1,269 reviews)
Food types: restaurant
Tags: Frenchie, Bistrot
Google summary: Old-school bistro offering elevated, traditional French dishes & wines in a warm atmosphere.
Google Maps: https://maps.google.com/?cid=7378348292976889048&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.restaurant-allard.fr/
Booking: https://bookings.zenchef.com/results?rid=374504&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Ama Siam,"49 Rue de Belleville, 75019 Paris, France",Paris,19e,,restaurant,,,4.5,222,48.8731455,2.380934,https://maps.google.com/?cid=12753787120855512862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.instagram.com/amasiam.paris/,,"Type: Thai Restaurant
Arrondissement: 19e
Google: 4.5 (222 reviews)
Food types: restaurant
Tags: Restaurant, Vietnamiese
Google Maps: https://maps.google.com/?cid=12753787120855512862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.instagram.com/amasiam.paris/"
Amagat,"23 Villa Riberolle, 75020 Paris, France",Paris,20e,,restaurant,,,4,339,48.85804539999999,2.396694799999999,https://maps.google.com/?cid=7537745217197584923&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.amagatparis.fr/,,"Type: Restaurant
Arrondissement: 20e
Google: 4.0 (339 reviews)
Food types: restaurant
Tags: Restaurant, Trendy, ❤️
Google summary: Laid-back, simply furnished destination serving traditional small plates, desserts & wine.
Google Maps: https://maps.google.com/?cid=7537745217197584923&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.amagatparis.fr/"
Ambassade d’Auvergne,"22 rue du grenier-saint-lazare, Paris 75003",Paris,3e,,restaurant,,€€€,4.2,2020,48.8630446,2.3534095,https://maps.google.com/?cid=11113300398678527964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.ambassade-auvergne.com/,https://thefork.fr/restaurant/ambassade-d-auvergne-r841113/?cc=24751-923,"Type: French Restaurant
Arrondissement: 3e
Price: €€€
Google: 4.2 (2,020 reviews)
Food types: restaurant
Tags: Restaurant
Google summary: Venerable locale with exposed rafters & vintage posters, serving traditional Auvergne cuisine.
Google Maps: https://maps.google.com/?cid=11113300398678527964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.ambassade-auvergne.com/
Booking: https://thefork.fr/restaurant/ambassade-d-auvergne-r841113/?cc=24751-923"
Ambos,"38 Rue de Vaugirard, 75006 Paris, France",Paris,6e,,restaurant,,,4.8,472,48.8493205,2.335224,https://maps.google.com/?cid=13800952535615180196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.ambos-restaurant.fr/,https://thefork.fr/restaurant/ambos-r745197/?cc=24751-923,"Type: French Restaurant
Arrondissement: 6e
Google: 4.8 (472 reviews)
Food types: restaurant
Tags: Gastro / higher end, Thaï, Frenchie
Google Maps: https://maps.google.com/?cid=13800952535615180196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.ambos-restaurant.fr/
Booking: https://thefork.fr/restaurant/ambos-r745197/?cc=24751-923"
Anahi,"49 Rue Volta, 75003 Paris, France",Paris,3e,,restaurant,,€€€€,4.3,490,48.86704959999999,2.3582183,https://maps.google.com/?cid=3269382794094178512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.anahi-paris.com/,https://www.sevenrooms.com/reservations/anahiparis,"Type: South American Restaurant
Arrondissement: 3e
Price: €€€€
Google: 4.3 (490 reviews)
Food types: restaurant
Tags: Argentinian, Restaurant
Google Maps: https://maps.google.com/?cid=3269382794094178512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.anahi-paris.com/
Booking: https://www.sevenrooms.com/reservations/anahiparis"
Anima,"78 Rue du Cherche-Midi, 75006 Paris, France",Paris,6e,,restaurant,,€€,4.2,766,48.8480208,2.3235003,https://maps.google.com/?cid=16278103625304564261&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://anima.paris/,https://bookings.zenchef.com/results?rid=360988&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Italian Restaurant
Arrondissement: 6e
Price: €€
Google: 4.2 (766 reviews)
Food types: restaurant
Tags: bootstrap, left-bank, Pizza
Google summary: Fashionable restaurant in a former tapestry workshop dishing up traditional Italian cuisine.
Google Maps: https://maps.google.com/?cid=16278103625304564261&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://anima.paris/
Booking: https://bookings.zenchef.com/results?rid=360988&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Anne,"28 Place des Vosges, 75003 Paris, France",Paris,3e,,restaurant,,,4.8,551,48.8562363,2.3660257,https://maps.google.com/?cid=2852299900381324740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.pavillon-de-la-reine.com/fr/restaurant-et-bar/restaurant-anne.html,https://bookings.zenchef.com/results?rid=358340&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Fine Dining Restaurant
Arrondissement: 3e
Google: 4.8 (551 reviews)
Food types: restaurant
Tags: Gastro / higher end
Google Maps: https://maps.google.com/?cid=2852299900381324740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.pavillon-de-la-reine.com/fr/restaurant-et-bar/restaurant-anne.html
Booking: https://bookings.zenchef.com/results?rid=358340&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Appendix,"Cour de l'île Louviers, Paris, France",Paris,,,generic,,,,,48.8502307,2.3632034,https://www.google.com/maps/search/?api=1&query=Appendix%2C%20Paris,https://www.instagram.com/appendix______,,"Food types: generic
Tags: Concept-store
Google Maps: https://www.google.com/maps/search/?api=1&query=Appendix%2C%20Paris
Website: https://www.instagram.com/appendix______"
Arabica,8 Rue de Castiglione 75001 Paris France,Paris,1er,,generic,,,4.5,129,48.86579132080078,2.327883720397949,https://maps.google.com/?cid=13182459160590547618&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Coffee Shop
Arrondissement: 1er
Google: 4.5 (129 reviews)
Food types: generic
Tags: Cafe
Google Maps: https://maps.google.com/?cid=13182459160590547618&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Arabica,"83P Rue du Bac, 75007 Paris, Francia",Paris,7e,,generic,,,4.5,1218,48.8543713,2.3249371,https://maps.google.com/?cid=1015852265771588257&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.certified.cafe/,,"Type: Cafe
Arrondissement: 7e
Google: 4.5 (1,218 reviews)
Food types: generic
Tags: Cafe
Google Maps: https://maps.google.com/?cid=1015852265771588257&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.certified.cafe/"
Arcane 17,"Rue Charlot, Paris, France",Paris,,,restaurant,,,4.5,151,48.8628796,2.3625658,https://maps.google.com/?cid=12634743828309489625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://arcane17paris.com/,,"Type: Restaurant
Google: 4.5 (151 reviews)
Food types: restaurant
Tags: Restaurant, Trendy, Basque
Google Maps: https://maps.google.com/?cid=12634743828309489625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://arcane17paris.com/"
Armande,"26 Rue Tholozé, 75018 Paris, France",Paris,18e,,restaurant,,,5,414,48.8865388,2.3355589,https://maps.google.com/?cid=4536107868716594584&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: French Restaurant
Arrondissement: 18e
Google: 5.0 (414 reviews)
Food types: restaurant
Tags: Cafe, Restaurant
Google Maps: https://maps.google.com/?cid=4536107868716594584&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Arnaud Nicolas Charcuterie Cuisinée,"46 Avenue de la Bourdonnais, 75007 Paris, France",Paris,7e,,restaurant,,,,,48.8569275,2.3010287,https://www.google.com/maps/search/?api=1&query=Arnaud%20Nicolas%20Charcuterie%20Cuisin%C3%A9e%2C%20Paris%2C%20France,http://arnaudnicolas.paris/,https://thefork.fr/restaurant/arnaud-nicolas-r313657/?cc=24751-923,"Arrondissement: 7e
Food types: restaurant
Tags: Frenchie, Restaurant, Meat
Google Maps: https://www.google.com/maps/search/?api=1&query=Arnaud%20Nicolas%20Charcuterie%20Cuisin%C3%A9e%2C%20Paris%2C%20France
Website: http://arnaudnicolas.paris/
Booking: https://thefork.fr/restaurant/arnaud-nicolas-r313657/?cc=24751-923"
Aroma-Zone,"25 Rue de l'École de Médecine, 75006 Paris, France",Paris,6e,,shopping,,,,,48.8516826,2.3397984,https://www.google.com/maps/search/?api=1&query=Aroma-Zone%2C%20Paris%2C%20France,http://www.aroma-zone.com/,,"Arrondissement: 6e
Food types: shopping
Tags: Healthy
Google Maps: https://www.google.com/maps/search/?api=1&query=Aroma-Zone%2C%20Paris%2C%20France
Website: http://www.aroma-zone.com/"
Astier,"44 Rue Jean-Pierre Timbaud, 75011 Paris, France",Paris,11e,,restaurant,,,,,48.8662113,2.3720222,https://www.google.com/maps/search/?api=1&query=Astier%2C%20Paris%2C%20France,http://www.restaurant-astier.com/,https://thefork.fr/restaurant/astier-r5686/?cc=24751-923,"Arrondissement: 11e
Food types: restaurant
Tags: Frenchie, Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Astier%2C%20Paris%2C%20France
Website: http://www.restaurant-astier.com/
Booking: https://thefork.fr/restaurant/astier-r5686/?cc=24751-923"
Astrance,"32 Rue de Longchamp, 75116 Paris, France",Paris,16e,,restaurant,,€€€€,4.5,446,48.8655418,2.2831628,https://maps.google.com/?cid=1475113752476653515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.astrancerestaurant.com/,https://thefork.fr/restaurant/astrance-r688509/?cc=24751-923,"Type: French Restaurant
Arrondissement: 16e
Price: €€€€
Google: 4.5 (446 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://maps.google.com/?cid=1475113752476653515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.astrancerestaurant.com/
Booking: https://thefork.fr/restaurant/astrance-r688509/?cc=24751-923"
Atelier Brancusi,"Place Georges Pompidou, 75004 Paris, France",Paris,4e,,generic,,,,,48.86141669999999,2.352007,https://www.google.com/maps/search/?api=1&query=Atelier%20Brancusi%2C%20Paris%2C%20France,https://www.centrepompidou.fr/en/Collections/Brancusi-s-Studio,,"Arrondissement: 4e
Food types: generic
Tags: Museum
Google Maps: https://www.google.com/maps/search/?api=1&query=Atelier%20Brancusi%2C%20Paris%2C%20France
Website: https://www.centrepompidou.fr/en/Collections/Brancusi-s-Studio"
Au Moulin A Vent,"20 Rue des Fossés Saint-Bernard, 75005 Paris, France",Paris,5e,,restaurant,,,,,48.8485564,2.354766199999999,https://www.google.com/maps/search/?api=1&query=Au%20Moulin%20A%20Vent%2C%20Paris%2C%20France,http://www.au-moulinavent.com/,https://bookings.zenchef.com/results?rid=363128&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Arrondissement: 5e
Food types: restaurant
Tags: Frenchie, Restaurant, Bistrot
Google Maps: https://www.google.com/maps/search/?api=1&query=Au%20Moulin%20A%20Vent%2C%20Paris%2C%20France
Website: http://www.au-moulinavent.com/
Booking: https://bookings.zenchef.com/results?rid=363128&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Au Petit Bar,"7 Rue du Mont-Thabor, 75001 Paris, France",Paris,1er,,restaurant,,€,4.6,353,48.8654785,2.3291239,https://maps.google.com/?cid=1408194716450924502&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.paris-bistro.com/choisir/paris1/au-petit-bar,,"Type: Bar
Arrondissement: 1er
Price: €
Google: 4.6 (353 reviews)
Food types: restaurant
Tags: Bistrot
Google summary: Old-school, family-owned cafe & 24-seat bar offering homestyle bistro classics alongside wine.
Google Maps: https://maps.google.com/?cid=1408194716450924502&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.paris-bistro.com/choisir/paris1/au-petit-bar"
Au Trou Gascon,"40 Rue Taine, 75012 Paris, France",Paris,12e,,restaurant,,€€€,4.4,451,48.8391195,2.3942845,https://maps.google.com/?cid=8313021902176705266&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.autrougascon.fr/,https://bookings.zenchef.com/results?rid=371061&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Arrondissement: 12e
Price: €€€
Google: 4.4 (451 reviews)
Food types: restaurant
Tags: Restaurant, Trendy
Google Maps: https://maps.google.com/?cid=8313021902176705266&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.autrougascon.fr/
Booking: https://bookings.zenchef.com/results?rid=371061&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Auberge Bressane,"16 Avenue de la Motte-Picquet, 75007 Paris, France",Paris,7e,,restaurant,,€€,4.6,2309,48.85653699999999,2.308508999999999,https://maps.google.com/?cid=9060875296924406592&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.auberge-bressane.com/,https://bookings.zenchef.com/results?rid=355693&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: French Restaurant
Arrondissement: 7e
Price: €€
Google: 4.6 (2,309 reviews)
Food types: restaurant
Tags: Frenchie, Restaurant, Bistrot
Google summary: Folksy, easygoing locale making traditional French food like coq au vin & chocolate soufflé.
Google Maps: https://maps.google.com/?cid=9060875296924406592&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.auberge-bressane.com/
Booking: https://bookings.zenchef.com/results?rid=355693&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Augustin Marchand d'Vins,"26 Rue des Grands Augustins, 75006 Paris, France",Paris,6e,,restaurant,,,4.7,194,48.85365969999999,2.3401642,https://maps.google.com/?cid=4179791678540243519&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://augustinmarchand.com/,https://bookings.zenchef.com/results?rid=357920&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Arrondissement: 6e
Google: 4.7 (194 reviews)
Food types: restaurant
Tags: Bar, Natural wine
Google Maps: https://maps.google.com/?cid=4179791678540243519&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://augustinmarchand.com/
Booking: https://bookings.zenchef.com/results?rid=357920&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Aux Crus de Bourgogne,"3 Rue Bachaumont, Paris 75002",Paris,2e,,restaurant,,,4.6,1991,48.8658261,2.3465718,https://maps.google.com/?cid=3731929306327284416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.auxcrusdebourgogne.com/,https://bookings.zenchef.com/results?rid=352723&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: French Restaurant
Arrondissement: 2e
Google: 4.6 (1,991 reviews)
Food types: restaurant
Tags: Frenchie
Google summary: Classic regional dishes & a long wine list in a vintage-chic bistro with sidewalk tables.
Google Maps: https://maps.google.com/?cid=3731929306327284416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.auxcrusdebourgogne.com/
Booking: https://bookings.zenchef.com/results?rid=352723&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Aux Deux Amis,"45 Rue Oberkampf, 75011 Paris, France",Paris,11e,,restaurant,,€€,4.1,841,48.86458069999999,2.3718376,https://maps.google.com/?cid=5700510830722341713&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.facebook.com/Aux-Deux-Amis-120307971356817/,,"Type: Bistro
Arrondissement: 11e
Price: €€
Google: 4.1 (841 reviews)
Food types: restaurant
Tags: Natural wine, Restaurant, ❤️, Trendy, Bar
Google summary: Cold cuts, small plates & natural wines at a cozy modern bar with counter seats & sidewalk tables.
Google Maps: https://maps.google.com/?cid=5700510830722341713&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.facebook.com/Aux-Deux-Amis-120307971356817/"
